,SPX,FX,US_10Y,KR_10Y,VIX,KOSPI,Yield_Spread,FX_MA_Divergence,VIX_Change,Returns_SPX,Swap_Point_Proxy
2025-12-30,6929.94,1445.0,4.134,3.37,20.0,554.3951999999999,-0.7640000000000002,0.0,0.0,0.0,-0.083083333
2025-12-31,6748.024986346619,1431.7317580659624,4.130510063895348,3.3665100638953476,22.170411853189087,539.8419989077295,-0.7640000000000002,0.0,0.10852059265945435,-0.026250589998381035,-0.083083333
2026-01-01,6701.3312065068185,1437.7768049110944,4.095427302275009,3.3314273022750096,20.39748660454561,536.1064965205455,-0.7639999999999998,0.0,-0.07996807909495163,-0.006919621657340724,-0.083083333
2026-01-02,6704.945277038674,1436.2422755406285,4.056747051200247,3.292747051200248,20.7712648044746,536.395622163094,-0.7639999999999993,0.0,0.01832471848986028,0.0005393063587644242,-0.083083333
2026-01-05,7062.0153260387815,1445.4731162006613,4.033676717988754,3.2696767179887547,20.915448230212533,564.9612260831026,-0.7639999999999989,0.0,0.006941485128381331,0.053254729792188815,-0.083083333
2026-01-06,6997.776139050834,1445.5308132534467,4.030759300653785,3.2667593006537863,20.914627866667512,559.8220911240668,-0.7639999999999989,0.0,-3.9222852696751964e-05,-0.00909643834261975,-0.083083333
2026-01-07,7336.836075781497,1485.7047610557881,3.999338888762116,3.2353388887621173,20.00144263479328,586.9468860625198,-0.7639999999999989,0.0,-0.043662513992401175,0.04845252691616575,-0.083083333
2026-01-08,7311.817001967192,1482.6717756811763,3.9980059762247304,3.2340059762247315,19.944310022422925,584.9453601573754,-0.7639999999999989,0.0,-0.002856424579643524,-0.003410063078401304,-0.083083333
2026-01-09,7289.155738803677,1480.6915343165995,3.9854855545874392,3.2214855545874403,20.283221238105813,583.1324591042942,-0.7639999999999989,0.0,0.016992877432303155,-0.0030992656349875247,-0.083083333
2026-01-12,7110.954124210276,1457.8121870081113,3.9865559488613114,3.2225559488613125,22.113564737683994,568.8763299368221,-0.7639999999999989,0.0,0.09023929079566217,-0.024447497210787872,-0.083083333
2026-01-13,7296.6940360008075,1462.3438157021378,3.9455908512293663,3.1815908512293674,22.9111511268803,583.7355228800647,-0.7639999999999989,0.0,0.036067743878359426,0.02612025173361099,-0.083083333
2026-01-14,7501.390230676411,1466.7094280784152,3.9282544028872985,3.1642544028872996,20.9952814239845,600.1112184541129,-0.7639999999999989,0.0,-0.08362171295042531,0.028053279151580623,-0.083083333
2026-01-15,7479.726410972993,1475.962485137509,3.944468460525893,3.180468460525894,19.541107725492836,598.3781128778395,-0.7639999999999989,0.0,-0.06926192934144015,-0.0028879739671221483,-0.083083333
2026-01-16,7480.407774448983,1480.3732979402112,3.9502922150623663,3.1862922150623674,19.85750164292944,598.4326219559186,-0.7639999999999989,0.0,0.01619119662412194,9.10947056820266e-05,-0.083083333
2026-01-19,7550.366271452437,1485.1065934751102,3.9468340900983474,3.1828340900983485,21.19954767684805,604.0293017161949,-0.7639999999999989,0.0,0.06758383093960196,0.009352230401451278,-0.083083333
2026-01-20,7636.812094293178,1498.1550233934909,3.9073430531058433,3.1433430531058444,19.535973115802875,610.9449675434543,-0.7639999999999989,0.0,-0.07847217244460158,0.011449222426147543,-0.083083333
2026-01-21,7521.701769248251,1494.08622366881,3.8784031224690727,3.114403122469074,19.551950013870332,601.7361415398601,-0.7639999999999989,0.0,0.0008178194130772365,-0.015073085945239706,-0.083083333
2026-01-22,7483.705318897257,1489.2390343935715,3.871992557237262,3.1079925572372633,17.565547386053645,598.6964255117806,-0.7639999999999989,0.0,-0.1015961388202975,-0.00505157629438846,-0.083083333
2026-01-23,7425.913790690092,1471.673732389676,3.844301556563993,3.080301556563994,18.321776534693544,594.0731032552075,-0.7639999999999989,0.0,0.043051840743677294,-0.007722314781854589,-0.083083333
2026-01-26,7358.271766631242,1481.5359607822475,3.8323231148683763,3.0683231148683774,17.507842287828122,588.6617413304994,-0.7639999999999989,0.009433136429683579,-0.04442441732242408,-0.009108915880986057,-0.083083333
2026-01-27,7461.95870958496,1503.0435198204757,3.828934312161047,3.064934312161048,17.31389909060935,596.9566967667969,-0.7639999999999989,0.022066138089280724,-0.011077504242404945,0.014091208675374611,-0.083083333
2026-01-28,7652.406959291223,1506.000084306911,3.784114978372652,3.020114978372653,15.791272367562566,612.1925567432978,-0.7639999999999989,0.021497197700998956,-0.08794245103765341,0.025522554749817905,-0.083083333
2026-01-29,7717.470420673185,1516.858887900233,3.759751830002203,2.995751830002204,16.884579044207495,617.3976336538548,-0.7639999999999989,0.026110522778474716,0.06923486918576183,0.008502352492239629,-0.083083333
2026-01-30,7389.155990640156,1505.9438339512603,3.7690683203992883,3.0050683203992894,16.00394655134587,591.1324792512125,-0.7639999999999989,0.016330755545188494,-0.052156022993285034,-0.04254171537263762,-0.083083333
2026-02-02,7379.889375648311,1510.911845364249,3.770240103557536,3.0062401035575372,15.986827460102147,590.3911500518649,-0.7639999999999989,0.017436898397240223,-0.0010696793562012807,-0.0012540830107772294,-0.083083333
2026-02-03,7560.119238032079,1479.5729855166903,3.757038741183754,2.993038741183755,17.410068102203034,604.8095390425664,-0.7639999999999989,-0.0048071363108980894,0.08902583365291372,0.0244217566429219,-0.083083333
2026-02-04,7510.387168203198,1478.3595089965052,3.726081253062221,2.9620812530622223,16.765103418193345,600.8309734562558,-0.7639999999999989,-0.00537764656904508,-0.037045500352067995,-0.006578212361876279,-0.083083333
2026-02-05,7194.259977839614,1471.7075684663548,3.730907090912792,2.9669070909127933,17.045182528611758,575.5407982271691,-0.7639999999999989,-0.009487661550374503,0.016706077107432105,-0.04209199649546358,-0.083083333
2026-02-06,7486.673215408511,1499.696113551017,3.7335869872550207,2.969586987255022,17.078299676176602,598.9338572326809,-0.7639999999999989,0.008704534697492505,0.0019429036626188445,0.04064535316622053,-0.083083333
2026-02-09,7311.662382855051,1508.571102681135,3.7145941586730715,2.9505941586730726,18.88330075758393,584.9329906284041,-0.7639999999999989,0.012944770573031325,0.1056897416974838,-0.023376315156011573,-0.083083333
2026-02-10,7421.2943699512525,1511.2508426514662,3.70596849413331,2.9419684941333113,17.246597029539867,593.7035495961002,-0.7639999999999989,0.013080675218350704,-0.08667466292336246,0.014994126007961572,-0.083083333
