,VIX,FX,Correlation,Scenario
448,35.95790496745938,1000.0,0.23099380158919217,Correlation_Reversal
449,36.872343204621984,1000.0,0.3357562543485897,Correlation_Reversal
450,34.23741376683393,1000.0,0.2648447794981067,Correlation_Reversal
451,34.93029237839947,1000.0,0.3005373971464319,Correlation_Reversal
452,29.050130034519334,1000.0,0.27213797612018537,Correlation_Reversal
453,29.969797763437263,1000.0,0.21125020217966786,Correlation_Reversal
456,30.91541942512586,1000.0,0.20628652331670008,Correlation_Reversal
524,34.13103572068507,1000.0,0.2355355572324074,Correlation_Reversal
525,40.45284227879783,1000.0,0.33998172858118103,Correlation_Reversal
526,40.31302693894247,1000.0,0.42041283813457814,Correlation_Reversal
527,42.40066504171433,1000.0,0.5025360347382561,Correlation_Reversal
528,39.321097924333465,1000.0,0.5413806808688024,Correlation_Reversal
529,38.0574382147817,1000.0,0.4289663875990061,Correlation_Reversal
530,40.2125326414,1000.0,0.3787688981298593,Correlation_Reversal
531,34.937305506062565,1000.0,0.3510469066906289,Correlation_Reversal
532,45.575775598574424,1000.0,0.43228033274155175,Correlation_Reversal
533,42.59908190024195,1000.0,0.5101548501680019,Correlation_Reversal
534,42.159550043198166,1000.0,0.5511374494137986,Correlation_Reversal
535,51.68013618942598,1000.0,0.5510423344432958,Correlation_Reversal
536,50.576900148167965,1000.0,0.5619586232735874,Correlation_Reversal
537,53.838748537399596,1000.0,0.6307451177210163,Correlation_Reversal
538,45.41347170418096,1000.0,0.5260690454963829,Correlation_Reversal
539,35.6825911178813,1000.0,0.39011761228789316,Correlation_Reversal
540,39.22134329020949,1000.0,0.2771106225430906,Correlation_Reversal
541,41.37107457197339,1000.0,0.32151986431984503,Correlation_Reversal
542,44.740339922987246,1000.0,0.4219315026527073,Correlation_Reversal
543,37.886918646560744,1000.0,0.37148450798038385,Correlation_Reversal
544,36.871172112376286,1000.0,0.40020060184120787,Correlation_Reversal
545,35.97628625055456,1000.0,0.3660869739587119,Correlation_Reversal
546,29.690263693859716,1000.0,0.34150272054237346,Correlation_Reversal
547,29.61093355396399,1000.0,0.3827452018643951,Correlation_Reversal
548,31.32040599408969,1000.0,0.282600524452275,Correlation_Reversal
553,26.714755520455718,1000.0,0.2037177828014704,Correlation_Reversal
554,26.323144327126617,1000.0,0.2172443691864689,Correlation_Reversal
555,23.69678756245382,1000.0,0.26203897735572623,Correlation_Reversal
557,22.713178266625686,1000.0,0.21139584110777293,Correlation_Reversal
680,34.41484683149216,1000.0,0.2668048648422797,Correlation_Reversal
681,37.29062526503456,1000.0,0.33031360826391354,Correlation_Reversal
682,36.199563084765956,1000.0,0.4013883030537608,Correlation_Reversal
683,33.43597883300371,1000.0,0.4018810734162909,Correlation_Reversal
684,34.92138518629654,1000.0,0.3156856012060647,Correlation_Reversal
685,34.447168723548764,1000.0,0.23661358064652127,Correlation_Reversal
699,29.517150787307287,1000.0,0.23653728821451434,Correlation_Reversal
700,27.241593300769356,1000.0,0.20727835609193634,Correlation_Reversal
715,24.563809519250118,1000.0,0.24055634611576432,Correlation_Reversal
851,28.21686880289685,1000.0,0.23568644012909562,Correlation_Reversal
852,27.528438910794122,1000.0,0.23988959937725085,Correlation_Reversal
854,29.546457802689858,1000.0,0.22696538885046996,Correlation_Reversal
1058,34.070477213210836,1000.0,0.23735359697412703,Correlation_Reversal
1059,38.5304412311071,1000.0,0.35588337693136585,Correlation_Reversal
