,VIX,FX,Correlation,Scenario
157,25.45148576260604,1335.8997827197325,-0.10554326572030417,Rate_Surge
164,26.328913423864744,1342.0967679620956,0.012339532408691595,Rate_Surge
263,25.097546650899876,1095.4528426023426,-0.193112851775449,Rate_Surge
264,27.32401021609459,1091.6458995759979,-0.14402288370574345,Rate_Surge
265,28.271472165801356,1065.6278043749776,-0.02163809651902729,Rate_Surge
266,26.523221306289056,1026.6568342160863,0.004103252362226812,Rate_Surge
267,29.093097535800087,1029.179977168124,0.007481282462984035,Rate_Surge
268,27.022957768060476,1017.6893861321357,0.032483848960670234,Rate_Surge
269,26.586287132795434,1010.8795454564822,0.047677735933337066,Rate_Surge
275,25.015820012608778,1034.044433154391,0.13883584392964773,Rate_Surge
276,26.302975754913955,1030.695798032184,0.12956778641278288,Rate_Surge
277,25.449885818005434,1002.5843401322326,0.05553097811316071,Rate_Surge
278,31.93901791964155,1022.8663792714547,0.07893331598395711,Rate_Surge
279,31.58905823550669,1041.1475385030228,0.08656309883244233,Rate_Surge
280,30.808003013183477,1080.4952289507034,0.06986177183192135,Rate_Surge
281,28.275712248453935,1129.72798054767,0.10371851602700602,Rate_Surge
282,28.53760323112108,1100.742749804019,0.12536780811146073,Rate_Surge
283,28.978328854449146,1092.8861945633153,0.06643316316550985,Rate_Surge
814,28.313774353765535,1004.8737260256491,-0.1767413330278763,Rate_Surge
816,26.17189053111674,1014.8571970373188,-0.11458821119258583,Rate_Surge
817,28.925495865089673,1003.6739883096693,-0.08277167671722094,Rate_Surge
818,27.53735384770584,1018.0253903977145,-0.028727505818963085,Rate_Surge
