,SPX,FX,US_10Y,KR_10Y,VIX,KOSPI,Yield_Spread,FX_MA_Divergence,VIX_Change,Returns_SPX,Swap_Point_Proxy
2025-12-30,6929.94,1445.0,4.134,3.37,20.0,554.3951999999999,-0.7640000000000002,0.0,0.0,0.0,-0.083083333
2025-12-31,7133.222492055683,1440.9659563851849,4.133484075259717,3.369484075259717,17.94622054600515,570.6577993644546,-0.7639999999999998,0.0,-0.10268897269974242,0.029333946910894415,-0.083083333
2026-01-01,7304.577228994907,1439.2626598104205,4.125920735326945,3.3619207353269456,19.20416856306484,584.3661783195926,-0.7639999999999993,0.0,0.07009542838476435,0.02402206536107121,-0.083083333
2026-01-02,7709.781577046361,1436.7698555829438,4.143629078964935,3.379629078964936,18.893113731463735,616.7825261637089,-0.7639999999999989,0.0,-0.016197255849927927,0.05547266259887418,-0.083083333
2026-01-05,7721.828121062074,1426.7416396141934,4.147748830859903,3.3837488308599037,17.918293501799806,617.746249684966,-0.7639999999999989,0.0,-0.05159658929277011,0.0015625013361699747,-0.083083333
2026-01-06,7628.497641401063,1426.3131469766467,4.136179533578879,3.3721795335788807,17.797213432062442,610.2798113120851,-0.7639999999999985,0.0,-0.00675734381319304,-0.012086578229634881,-0.083083333
2026-01-07,7608.3579417217725,1424.438190678973,4.142796549599178,3.3787965495991794,20.07438714318738,608.6686353377418,-0.7639999999999989,0.0,0.12795113795862623,-0.0026400610744099495,-0.083083333
2026-01-08,7740.001522262703,1426.6697926577774,4.15788365444697,3.3938836544469715,20.820517170959885,619.2001217810163,-0.7639999999999989,0.0,0.03716825935708412,0.017302495696086995,-0.083083333
2026-01-09,8073.020769016706,1428.2613612414805,4.169567381482238,3.405567381482239,21.510203896259334,645.8416615213365,-0.7639999999999985,0.0,0.03312534072215145,0.043025734012601236,-0.083083333
2026-01-12,8050.188608831803,1427.9096056705048,4.157563842515164,3.3935638425151655,20.098039551992553,644.0150887065442,-0.7639999999999985,0.0,-0.06565090461612777,-0.002828205307303322,-0.083083333
2026-01-13,8161.93743589124,1424.313740488095,4.170005741962445,3.406005741962446,19.67990183980307,652.9549948712992,-0.7639999999999989,0.0,-0.020804900453488706,0.013881516631403912,-0.083083333
2026-01-14,8131.14288359675,1417.6088960235156,4.199347195249772,3.4353471952497734,20.43686434974974,650.49143068774,-0.7639999999999989,0.0,0.03846373402207193,-0.0037729463790147078,-0.083083333
2026-01-15,8443.012173873292,1421.8682457723958,4.210727149654298,3.4467271496542997,19.181975727000825,675.4409739098634,-0.7639999999999985,0.0,-0.06140318794865818,0.03835491452323225,-0.083083333
2026-01-16,8547.020981540827,1430.1859461739152,4.24344429507718,3.4794442950771813,20.05753649449772,683.7616785232661,-0.7639999999999985,0.0,0.04564497317471017,0.012318921911469882,-0.083083333
2026-01-19,8576.808808840025,1435.1554631940855,4.235766282532846,3.4717662825328475,18.905965327470504,686.1447047072021,-0.7639999999999985,0.0,-0.05741339009120694,0.003485170723639408,-0.083083333
2026-01-20,8745.006091074954,1425.154379304605,4.246380338789683,3.482380338789685,17.142884196826433,699.6004872859963,-0.763999999999998,0.0,-0.09325528213480327,0.019610706730639693,-0.083083333
2026-01-21,8507.92229541977,1430.5942077516495,4.272433633300042,3.508433633300044,18.01765094388375,680.6337836335816,-0.763999999999998,0.0,0.05102797971529549,-0.027110763924698578,-0.083083333
2026-01-22,8620.305963815155,1429.101564317486,4.274177050482491,3.510177050482493,18.09645824087183,689.6244771052125,-0.763999999999998,0.0,0.004373894090496266,0.013209296523063685,-0.083083333
2026-01-23,8804.570345206663,1440.3722442521812,4.271227967327253,3.507227967327254,18.15491450223801,704.3656276165331,-0.7639999999999985,0.0,0.003230259788302492,0.02137561963171386,-0.083083333
2026-01-26,8578.069759703008,1469.4776545556601,4.288721614608871,3.5247216146088727,18.762705043868763,686.2455807762407,-0.7639999999999985,0.025950718091848974,0.03347801729145172,-0.02572534225102363,-0.083083333
2026-01-27,8388.826302391954,1468.4593709678052,4.263524456224651,3.499524456224653,16.83343169075446,671.1061041913563,-0.7639999999999985,0.024400860641005075,-0.10282490443694037,-0.022061310132969414,-0.083083333
2026-01-28,8073.76497571497,1480.3703979251402,4.295813349532881,3.5318133495328827,16.51597513372713,645.9011980571976,-0.763999999999998,0.03129258100223352,-0.018858695176318996,-0.0375572595402468,-0.083083333
2026-01-29,8123.648159162285,1468.2312435885015,4.280780978145105,3.5167809781451074,18.087042476680878,649.8918527329828,-0.763999999999998,0.021804857387724554,0.0951241044039528,0.006178428973020456,-0.083083333
2026-01-30,8010.73364139962,1464.0304241110157,4.287030216913735,3.5230302169137366,17.28904619053827,640.8586913119697,-0.763999999999998,0.017915743207971933,-0.04411977730308558,-0.013899484018804253,-0.083083333
2026-02-02,8439.100237859036,1456.7366104377409,4.304528349174688,3.5405283491746897,14.738789616932992,675.128019028723,-0.763999999999998,0.011789433790505663,-0.14750707155846154,0.05347407811010085,-0.083083333
2026-02-03,8326.864460243854,1459.3172699385286,4.290063668259211,3.5260636682592126,14.83609715476199,666.1491568195083,-0.763999999999998,0.01242145144521472,0.006602139005851937,-0.01329949573435285,-0.083083333
2026-02-04,8446.485249211151,1434.3575985311395,4.290631148498606,3.5266311484986077,14.228406537489523,675.7188199368921,-0.763999999999998,-0.005236948626428889,-0.04096027485755682,0.014365646221145889,-0.083083333
2026-02-05,8554.948176589332,1437.6379642700472,4.319984585537815,3.5559845855378174,14.106937194594746,684.3958541271467,-0.763999999999998,-0.0033409969628464356,-0.008537100944840503,0.012841190646524892,-0.083083333
2026-02-06,8397.506890742146,1443.0479924876818,4.27750273883521,3.5135027388352125,12.041443389303177,671.8005512593717,-0.7639999999999976,-0.00010293019431799859,-0.1464168853096609,-0.01840353472602263,-0.083083333
2026-02-09,8398.250384268687,1482.9796269395094,4.2796328827053305,3.5156328827053325,10.57798348033775,671.860030741495,-0.763999999999998,0.025609173077263767,-0.1215352563352553,8.853741190262276e-05,-0.083083333
2026-02-10,8313.244415225943,1447.7447108016206,4.232542444165038,3.4685424441650397,10.628381972325792,665.0595532180755,-0.763999999999998,0.00043059286688222316,0.004764470665105769,-0.010121866478519648,-0.083083333
